world_rank,university_name,country,teaching,international,research,citations,total_score,num_students,student_staff_ratio,international_students,year
41,Georgia Institute of Technology,United States,57.8,71.5,72.7,86,72.1,19967,20.1,26%,2016
42,Peking University,China,77.8,49.2,72.4,69.1,72,40148,8.3,14%,2016
43,University of Tokyo,Japan,81.4,30.3,83,60.9,71.1,26199,5.7,10%,2016
44,"University of California, Davis",United States,60.1,58.4,72.7,84.3,71,35364,13.9,13%,2016
45,University of Hong Kong,Hong Kong,64.6,99.5,72.8,70.1,71,19835,17.6,38%,2016
46,University of Texas at Austin,United States,59.3,31.7,69.7,92.2,70.3,49427,17.4,9%,2016
47,Tsinghua University,China,73.3,39.5,83,58.8,70,39763,13.7,10%,2016
48,Wageningen University and Research Center,Netherlands,52.6,70.3,66.9,87.8,70,9248,17,21%,2016
49,Humboldt University of Berlin,Germany,63.7,62.6,77,73.6,69.9,29987,52.5,16%,2016
50,University of Wisconsin-Madison,United States,65.1,33,68.2,86.6,69.7,39655,10.8,11%,2016
51,Brown University,United States,62.8,57.8,55.7,96.4,69.6,8653,10.1,19%,2016
52,Australian National University,Australia,54.7,93.3,77.3,72.3,69.5,14604,19.2,35%,2016
53,Technical University of Munich,Germany,61,63.8,66,80.1,69.4,35565,31.5,20%,2016
54,École Normale Supérieure,France,70.6,85.5,47.7,87.1,69,2400,7.9,20%,2016
55,Nanyang Technological University,Singapore,48.4,94.6,61.3,85.6,68.2,25028,16.2,33%,2016
56,University of Manchester,United Kingdom,58.4,87,66,77.3,68.1,34938,15.3,34%,2016
56,University of Sydney,Australia,54.3,84.4,68.1,77.5,68.1,41868,20.2,28%,2016
58,University of Amsterdam,Netherlands,52.2,66.5,64.7,87.4,67.8,24570,14.4,11%,2016
59,Hong Kong University of Science and Technology,Hong Kong,49.4,80.5,66.1,82.6,67.2,11385,23.8,36%,2016
60,The University of Queensland,Australia,49.2,89.3,62.8,82.4,67,34718,32.7,27%,2016
61,Washington University in St Louis,United States,54.3,44.9,55.6,99.2,67,12528,5.7,17%,2016
62,Utrecht University,Netherlands,48.1,55.8,64.3,88.1,66.6,30779,15.4,7%,2016
63,University of North Carolina at Chapel Hill,United States,58,39,54.5,95.9,66.4,26518,7.3,8%,2016
64,Boston University,United States,57.8,51,49.5,97.7,66.1,24789,8.6,17%,2016
65,Delft University of Technology,Netherlands,55,84,73.8,61.5,65.9,15920,19.4,25%,2016
66,University of Minnesota,United States,53.5,35.3,61,88,65.9,46825,18,13%,2016
67,Leiden University,Netherlands,50.5,64.3,63.1,85.2,65.7,21222,17.1,10%,2016
68,University of Southern California,United States,49.3,56.3,58.9,93,65.5,36534,12.9,20%,2016
69,University of Bristol,United Kingdom,47.6,82.4,51.6,91.2,64.3,17906,14,25%,2016
70,Durham University,United Kingdom,47.9,86.4,51.9,87.7,63.6,15489,15.7,24%,2016
71,Erasmus University Rotterdam,Netherlands,37.2,76.1,55.2,95.6,63.5,20580,18.9,18%,2016
72,Free University of Berlin,Germany,57.9,69.2,72.2,60.2,63.2,33062,39.3,20%,2016
73,Monash University,Australia,48.1,87.6,58.5,73.3,62.5,50882,40.5,36%,2016
74,University of Groningen,Netherlands,43.3,63.9,56.9,84,62.4,24556,25.6,12%,2016
75,Pennsylvania State University,United States,50.4,40.8,61.9,80.5,62.3,44501,12.4,12%,2016
76,University of Glasgow,United Kingdom,41.6,85.8,48.3,92.3,61.9,22616,16,29%,2016
77,University of Helsinki,Finland,48.4,51.8,60.4,82.1,61.9,23505,15.1,6%,2016
78,University of Tübingen,Germany,47,58.2,59.8,79.3,61.7,28327,38.9,12%,2016
79,University of Pittsburgh,United States,50.6,33.9,50.3,92.3,61.5,26485,5.8,10%,2016
80,University of Warwick,United Kingdom,47.4,90.3,53.1,78.2,61.3,18529,16.6,37%,2016
81,Uppsala University,Sweden,44.1,59.6,61,80.9,61.2,25266,18.2,12%,2016
82,University of Copenhagen,Denmark,49.8,83.3,42.7,86.2,61,27545,4.1,19%,2016
83,University of New South Wales,Australia,40.7,89.5,53.9,82.1,61,38309,25.9,33%,2016
84,University of Freiburg,Germany,47.4,60.3,51.1,80.5,60.7,26467,31.2,16%,2016
85,Seoul National University,South Korea,66.5,30.9,70.5,50,60.5,26389,13.9,10%,2016
86,University of St Andrews,United Kingdom,49.7,92.3,47.3,78.8,60.4,8338,12.7,47%,2016
87,Vanderbilt University,United States,47.8,29.1,44.2,95.7,60.1,12161,3.6,10%,2016
88,Kyoto University,Japan,70.6,26.1,69.3,46.6,59.9,22809,5.6,7%,2016
89,Maastricht University,Netherlands,37.5,95.5,47.7,82.7,59.9,15626,18.9,48%,2016
90,Emory University,United States,48.3,51,37.1,96.7,59.7,12338,4.5,18%,2016
91,Lund University,Sweden,39.7,74.1,53.6,81.3,59.7,28251,11.5,15%,2016
92,Ohio State University,United States,51.6,53,46.6,83.2,59.7,51462,13.4,12%,2016
93,University of Exeter,United Kingdom,39.4,87.3,40,94.3,59.5,17755,18.8,28%,2016
94,University of Bonn,Germany,45.1,63.6,47.5,85.3,58.8,32474,70.4,13%,2016
95,Georgetown University,United States,54.4,52.7,39.3,82.5,58.8,15408,8.5,14%,2016
96,McMaster University,Canada,39.8,76.1,44.8,84.9,58.8,23823,19.3,15%,2016
97,University of Sheffield,United Kingdom,42.4,81.9,48.8,80.1,58.6,23311,15.5,31%,2016
98,Queen Mary University of London,United Kingdom,34.1,93.5,41.3,93.3,58.5,14260,14,40%,2016
99,University of Göttingen,Germany,49.3,56.4,54.5,72.7,58,25581,25.6,12%,2016
100,Michigan State University,United States,47.3,56.4,52.6,76.8,58,44750,15.7,15%,2016
